rate_date,base_currency,quote_currency,exchange_rate
2022-08-01,USD,CNY,6.6408
2022-08-01,USD,JPY,110.9468
2022-08-01,USD,GBP,0.7651
2022-08-01,USD,CAD,1.3353
2022-08-02,USD,EUR,0.8483
2022-08-02,USD,CNY,6.6370
2022-08-02,USD,JPY,110.7077
2022-08-02,USD,GBP,0.7645
2022-08-02,USD,CAD,1.3348
2022-08-03,USD,EUR,0.8477
2022-08-03,USD,CNY,6.6364
2022-08-03,USD,JPY,110.8737
2022-08-03,USD,GBP,0.7640
2022-08-03,USD,CAD,1.3376
2022-08-04,USD,EUR,0.8459
2022-08-04,USD,CNY,6.6385
2022-08-04,USD,JPY,110.8125
2022-08-04,USD,GBP,0.7623
2022-08-04,USD,CAD,1.3363
2022-08-05,USD,EUR,0.8455
2022-08-05,USD,CNY,6.6398
2022-08-05,USD,JPY,110.9643
2022-08-05,USD,GBP,0.7605
2022-08-05,USD,CAD,1.3374
2022-08-06,USD,EUR,0.8451
2022-08-06,USD,CNY,6.6448
2022-08-06,USD,JPY,110.7956
2022-08-06,USD,GBP,0.7592
2022-08-06,USD,CAD,1.3402
2022-08-07,USD,EUR,0.8432
2022-08-07,USD,CNY,6.6523
2022-08-07,USD,JPY,110.9538
2022-08-07,USD,GBP,0.7585
2022-08-07,USD,CAD,1.3398
2022-08-08,USD,EUR,0.8447
2022-08-08,USD,CNY,6.6518
2022-08-08,USD,JPY,110.8399
2022-08-08,USD,GBP,0.7576
2022-08-08,USD,CAD,1.3398
2022-08-09,USD,EUR,0.8423
2022-08-09,USD,CNY,6.6498
2022-08-09,USD,JPY,110.6257
2022-08-09,USD,GBP,0.7567
2022-08-09,USD,CAD,1.3417
2022-08-10,USD,EUR,0.8446
2022-08-10,USD,CNY,6.6513
2022-08-10,USD,JPY,110.7970
2022-08-10,USD,GBP,0.7558
2022-08-10,USD,CAD,1.3415
2022-08-11,USD,EUR,0.8441
2022-08-11,USD,CNY,6.6513
2022-08-11,USD,JPY,110.6928
2022-08-11,USD,GBP,0.7559
2022-08-11,USD,CAD,1.3401
2022-08-12,USD,EUR,0.8453
2022-08-12,USD,CNY,6.6545
2022-08-12,USD,JPY,110.6442
2022-08-12,USD,GBP,0.7579
2022-08-12,USD,CAD,1.3395
2022-08-13,USD,EUR,0.8475
2022-08-13,USD,CNY,6.6549
2022-08-13,USD,JPY,110.7877
2022-08-13,USD,GBP,0.7559
2022-08-13,USD,CAD,1.3402
2022-08-14,USD,EUR,0.8455
2022-08-14,USD,CNY,6.6479
2022-08-14,USD,JPY,110.8442
2022-08-14,USD,GBP,0.7571
2022-08-14,USD,CAD,1.3377
2022-08-15,USD,EUR,0.8448
2022-08-15,USD,CNY,6.6462
2022-08-15,USD,JPY,110.6512
2022-08-15,USD,GBP,0.7588
2022-08-15,USD,CAD,1.3370
2022-08-16,USD,EUR,0.8466
2022-08-16,USD,CNY,6.6514
2022-08-16,USD,JPY,110.4299
2022-08-16,USD,GBP,0.7576
2022-08-16,USD,CAD,1.3354
2022-08-17,USD,EUR,0.8483
2022-08-17,USD,CNY,6.6452
2022-08-17,USD,JPY,110.6344
2022-08-17,USD,GBP,0.7580
2022-08-17,USD,CAD,1.3373
2022-08-18,USD,EUR,0.8493
2022-08-18,USD,CNY,6.6431
2022-08-18,USD,JPY,110.6456
2022-08-18,USD,GBP,0.7573
2022-08-18,USD,CAD,1.3349
2022-08-19,USD,EUR,0.8477
2022-08-19,USD,CNY,6.6464
2022-08-19,USD,JPY,110.7284
2022-08-19,USD,GBP,0.7586
2022-08-19,USD,CAD,1.3364
2022-08-20,USD,EUR,0.8486
2022-08-20,USD,CNY,6.6417
2022-08-20,USD,JPY,110.6618
2022-08-20,USD,GBP,0.7583
2022-08-20,USD,CAD,1.3348
2022-08-21,USD,EUR,0.8511
2022-08-21,USD,CNY,6.6450
2022-08-21,USD,JPY,110.6967
2022-08-21,USD,GBP,0.7590
2022-08-21,USD,CAD,1.3325
2022-08-22,USD,EUR,0.8514
2022-08-22,USD,CNY,6.6501
2022-08-22,USD,JPY,110.4478
2022-08-22,USD,GBP,0.7579
2022-08-22,USD,CAD,1.3322
2022-08-23,USD,EUR,0.8539
2022-08-23,USD,CNY,6.6430
2022-08-23,USD,JPY,110.6157
2022-08-23,USD,GBP,0.7582
2022-08-23,USD,CAD,1.3301
2022-08-24,USD,EUR,0.8549
2022-08-24,USD,CNY,6.6439
2022-08-24,USD,JPY,110.7428
2022-08-24,USD,GBP,0.7568
2022-08-24,USD,CAD,1.3327
2022-08-25,USD,EUR,0.8555
2022-08-25,USD,CNY,6.6492
2022-08-25,USD,JPY,110.7910
2022-08-25,USD,GBP,0.7572
2022-08-25,USD,CAD,1.3347
2022-08-26,USD,EUR,0.8558
2022-08-26,USD,CNY,6.6496
2022-08-26,USD,JPY,110.7886
2022-08-26,USD,GBP,0.7586
2022-08-26,USD,CAD,1.3351
2022-08-27,USD,EUR,0.8538
2022-08-27,USD,CNY,6.6514
2022-08-27,USD,JPY,110.5977
2022-08-27,USD,GBP,0.7569
2022-08-27,USD,CAD,1.3349
2022-08-28,USD,EUR,0.8560
2022-08-28,USD,CNY,6.6471
2022-08-28,USD,JPY,110.3541
2022-08-28,USD,GBP,0.7582
2022-08-28,USD,CAD,1.3340
2022-08-29,USD,EUR,0.8542
2022-08-29,USD,CNY,6.6447
2022-08-29,USD,JPY,110.2277
2022-08-29,USD,GBP,0.7600
2022-08-29,USD,CAD,1.3363
2022-08-30,USD,EUR,0.8564
2022-08-30,USD,CNY,6.6375
2022-08-30,USD,JPY,110.0563
2022-08-30,USD,GBP,0.7601
2022-08-30,USD,CAD,1.3355
2022-08-31,USD,EUR,0.8553
2022-08-31,USD,CNY,6.6302
2022-08-31,USD,JPY,109.9740
2022-08-31,USD,GBP,0.7587
2022-08-31,USD,CAD,1.3340
2022-09-01,USD,EUR,0.8541
2022-09-01,USD,CNY,6.6359
2022-09-01,USD,JPY,110.2043
2022-09-01,USD,GBP,0.7595
2022-09-01,USD,CAD,1.3366
2022-09-02,USD,EUR,0.8521
2022-09-02,USD,CNY,6.6398
2022-09-02,USD,JPY,110.3578
2022-09-02,USD,GBP,0.7576
2022-09-02,USD,CAD,1.3374
2022-09-03,USD,EUR,0.8497
2022-09-03,USD,CNY,6.6354
2022-09-03,USD,JPY,110.2098
2022-09-03,USD,GBP,0.7567
2022-09-03,USD,CAD,1.3347
2022-09-04,USD,EUR,0.8495
2022-09-04,USD,CNY,6.6326
2022-09-04,USD,JPY,110.3407
2022-09-04,USD,GBP,0.7560
2022-09-04,USD,CAD,1.3338
2022-09-05,USD,EUR,0.8507
2022-09-05,USD,CNY,6.6380
2022-09-05,USD,JPY,110.5301
2022-09-05,USD,GBP,0.7568
2022-09-05,USD,CAD,1.3346
2022-09-06,USD,EUR,0.8491
2022-09-06,USD,CNY,6.6454
2022-09-06,USD,JPY,110.7436
2022-09-06,USD,GBP,0.7561
2022-09-06,USD,CAD,1.3373
2022-09-07,USD,EUR,0.8498
2022-09-07,USD,CNY,6.6383
2022-09-07,USD,JPY,110.8636
2022-09-07,USD,GBP,0.7549
2022-09-07,USD,CAD,1.3373
2022-09-08,USD,EUR,0.8519
2022-09-08,USD,CNY,6.6379
2022-09-08,USD,JPY,110.9418
2022-09-08,USD,GBP,0.7557
2022-09-08,USD,CAD,1.3385
2022-09-09,USD,EUR,0.8494
2022-09-09,USD,CNY,6.6382
2022-09-09,USD,JPY,110.7839
2022-09-09,USD,GBP,0.7559
2022-09-09,USD,CAD,1.3358
2022-09-10,USD,EUR,0.8512
2022-09-10,USD,CNY,6.6399
2022-09-10,USD,JPY,110.9606
2022-09-10,USD,GBP,0.7579
2022-09-10,USD,CAD,1.3341
2022-09-11,USD,EUR,0.8506
2022-09-11,USD,CNY,6.6433
2022-09-11,USD,JPY,110.7811
2022-09-11,USD,GBP,0.7592
2022-09-11,USD,CAD,1.3350
2022-09-12,USD,EUR,0.8519
2022-09-12,USD,CNY,6.6361
2022-09-12,USD,JPY,110.7667
2022-09-12,USD,GBP,0.7574
2022-09-12,USD,CAD,1.3373
2022-09-13,USD,EUR,0.8541
2022-09-13,USD,CNY,6.6386
2022-09-13,USD,JPY,110.5375
2022-09-13,USD,GBP,0.7577
2022-09-13,USD,CAD,1.3392
2022-09-14,USD,EUR,0.8523
2022-09-14,USD,CNY,6.6330
2022-09-14,USD,JPY,110.7549
2022-09-14,USD,GBP,0.7584
2022-09-14,USD,CAD,1.3389
2022-09-15,USD,EUR,0.8536
2022-09-15,USD,CNY,6.6289
2022-09-15,USD,JPY,110.6646
2022-09-15,USD,GBP,0.7569
2022-09-15,USD,CAD,1.3370
2022-09-16,USD,EUR,0.8550
2022-09-16,USD,CNY,6.6297
2022-09-16,USD,JPY,110.5419
2022-09-16,USD,GBP,0.7582
2022-09-16,USD,CAD,1.3387
2022-09-17,USD,EUR,0.8542
2022-09-17,USD,CNY,6.6307
2022-09-17,USD,JPY,110.7250
2022-09-17,USD,GBP,0.7599
2022-09-17,USD,CAD,1.3414
2022-09-18,USD,EUR,0.8520
2022-09-18,USD,CNY,6.6263
2022-09-18,USD,JPY,110.4990
2022-09-18,USD,GBP,0.7598
2022-09-18,USD,CAD,1.3429
2022-09-19,USD,EUR,0.8536
2022-09-19,USD,CNY,6.6260
2022-09-19,USD,JPY,110.4756
2022-09-19,USD,GBP,0.7592
2022-09-19,USD,CAD,1.3417
2022-09-20,USD,EUR,0.8532
2022-09-20,USD,CNY,6.6193
2022-09-20,USD,JPY,110.2307
2022-09-20,USD,GBP,0.7578
2022-09-20,USD,CAD,1.3420
2022-09-21,USD,EUR,0.8508
2022-09-21,USD,CNY,6.6205
2022-09-21,USD,JPY,110.4421
2022-09-21,USD,GBP,0.7565
2022-09-21,USD,CAD,1.3391
2022-09-22,USD,EUR,0.8501
2022-09-22,USD,CNY,6.6203
2022-09-22,USD,JPY,110.6084
2022-09-22,USD,GBP,0.7557
2022-09-22,USD,CAD,1.3389
2022-09-23,USD,EUR,0.8520
2022-09-23,USD,CNY,6.6271
2022-09-23,USD,JPY,110.3605
2022-09-23,USD,GBP,0.7571
2022-09-23,USD,CAD,1.3393
2022-09-24,USD,EUR,0.8521
2022-09-24,USD,CNY,6.6342
2022-09-24,USD,JPY,110.1262
2022-09-24,USD,GBP,0.7556
2022-09-24,USD,CAD,1.3408
2022-09-25,USD,EUR,0.8519
2022-09-25,USD,CNY,6.6390
2022-09-25,USD,JPY,110.1112
2022-09-25,USD,GBP,0.7563
2022-09-25,USD,CAD,1.3436
2022-09-26,USD,EUR,0.8524
2022-09-26,USD,CNY,6.6385
2022-09-26,USD,JPY,110.3001
2022-09-26,USD,GBP,0.7573
2022-09-26,USD,CAD,1.3408
2022-09-27,USD,EUR,0.8513
2022-09-27,USD,CNY,6.6412
2022-09-27,USD,JPY,110.1028
2022-09-27,USD,GBP,0.7569
2022-09-27,USD,CAD,1.3430
2022-09-28,USD,EUR,0.8518
2022-09-28,USD,CNY,6.6399
2022-09-28,USD,JPY,110.0890
2022-09-28,USD,GBP,0.7567
2022-09-28,USD,CAD,1.3409
2022-09-29,USD,EUR,0.8516
2022-09-29,USD,CNY,6.6346
2022-09-29,USD,JPY,109.9183
2022-09-29,USD,GBP,0.7581
2022-09-29,USD,CAD,1.3406
2022-09-30,USD,EUR,0.8492
2022-09-30,USD,CNY,6.6366
2022-09-30,USD,JPY,109.7922
2022-09-30,USD,GBP,0.7601
2022-09-30,USD,CAD,1.3401
2022-10-01,USD,EUR,0.8498
2022-10-01,USD,CNY,6.6349
2022-10-01,USD,JPY,109.8633
2022-10-01,USD,GBP,0.7621
2022-10-01,USD,CAD,1.3375
2022-10-02,USD,EUR,0.8523
2022-10-02,USD,CNY,6.6291
2022-10-02,USD,JPY,109.9525
2022-10-02,USD,GBP,0.7629
2022-10-02,USD,CAD,1.3353
2022-10-03,USD,EUR,0.8546
2022-10-03,USD,CNY,6.6283
2022-10-03,USD,JPY,110.0181
2022-10-03,USD,GBP,0.7620
2022-10-03,USD,CAD,1.3351
2022-10-04,USD,EUR,0.8541
2022-10-04,USD,CNY,6.6333
2022-10-04,USD,JPY,110.2632
2022-10-04,USD,GBP,0.7604
2022-10-04,USD,CAD,1.3336
2022-10-05,USD,EUR,0.8535
2022-10-05,USD,CNY,6.6382
2022-10-05,USD,JPY,110.3188
2022-10-05,USD,GBP,0.7613
2022-10-05,USD,CAD,1.3316
2022-10-06,USD,EUR,0.8551
2022-10-06,USD,CNY,6.6440
2022-10-06,USD,JPY,110.0847
2022-10-06,USD,GBP,0.7617
2022-10-06,USD,CAD,1.3336
2022-10-07,USD,EUR,0.8567
2022-10-07,USD,CNY,6.6376
2022-10-07,USD,JPY,110.1004
2022-10-07,USD,GBP,0.7629
2022-10-07,USD,CAD,1.3306
2022-10-08,USD,EUR,0.8592
2022-10-08,USD,CNY,6.6384
2022-10-08,USD,JPY,110.1083
2022-10-08,USD,GBP,0.7610
2022-10-08,USD,CAD,1.3312
2022-10-09,USD,EUR,0.8586
2022-10-09,USD,CNY,6.6336
2022-10-09,USD,JPY,110.1477
2022-10-09,USD,GBP,0.7605
2022-10-09,USD,CAD,1.3322
2022-10-10,USD,EUR,0.8580
2022-10-10,USD,CNY,6.6367
2022-10-10,USD,JPY,110.0664
2022-10-10,USD,GBP,0.7617
2022-10-10,USD,CAD,1.3298
2022-10-11,USD,EUR,0.8601
2022-10-11,USD,CNY,6.6422
2022-10-11,USD,JPY,110.0019
2022-10-11,USD,GBP,0.7616
2022-10-11,USD,CAD,1.3323
2022-10-12,USD,EUR,0.8589
2022-10-12,USD,CNY,6.6436
2022-10-12,USD,JPY,110.2476
2022-10-12,USD,GBP,0.7607
2022-10-12,USD,CAD,1.3339
2022-10-13,USD,EUR,0.8584
2022-10-13,USD,CNY,6.6375
2022-10-13,USD,JPY,110.1591
2022-10-13,USD,GBP,0.7591
2022-10-13,USD,CAD,1.3332
2022-10-14,USD,EUR,0.8569
2022-10-14,USD,CNY,6.6416
2022-10-14,USD,JPY,109.9130
2022-10-14,USD,GBP,0.7603
2022-10-14,USD,CAD,1.3356
2022-10-15,USD,EUR,0.8562
2022-10-15,USD,CNY,6.6349
2022-10-15,USD,JPY,110.1447
2022-10-15,USD,GBP,0.7616
2022-10-15,USD,CAD,1.3337
2022-10-16,USD,EUR,0.8585
2022-10-16,USD,CNY,6.6318
2022-10-16,USD,JPY,109.9626
2022-10-16,USD,GBP,0.7612
2022-10-16,USD,CAD,1.3315
2022-10-17,USD,EUR,0.8575
2022-10-17,USD,CNY,6.6391
2022-10-17,USD,JPY,110.2029
2022-10-17,USD,GBP,0.7593
2022-10-17,USD,CAD,1.3315
2022-10-18,USD,EUR,0.8564
2022-10-18,USD,CNY,6.6322
2022-10-18,USD,JPY,110.2370
2022-10-18,USD,GBP,0.7580
2022-10-18,USD,CAD,1.3307
2022-10-19,USD,EUR,0.8559
2022-10-19,USD,CNY,6.6254
2022-10-19,USD,JPY,110.1726
2022-10-19,USD,GBP,0.7600
2022-10-19,USD,CAD,1.3297
2022-10-20,USD,EUR,0.8574
2022-10-20,USD,CNY,6.6228
2022-10-20,USD,JPY,109.9522
2022-10-20,USD,GBP,0.7598
2022-10-20,USD,CAD,1.3307
2022-10-21,USD,EUR,0.8573
2022-10-21,USD,CNY,6.6216
2022-10-21,USD,JPY,109.8449
2022-10-21,USD,GBP,0.7595
2022-10-21,USD,CAD,1.3279
2022-10-22,USD,EUR,0.8585
2022-10-22,USD,CNY,6.6162
2022-10-22,USD,JPY,109.7158
2022-10-22,USD,GBP,0.7605
2022-10-22,USD,CAD,1.3294
2022-10-23,USD,EUR,0.8569
2022-10-23,USD,CNY,6.6227
2022-10-23,USD,JPY,109.7530
2022-10-23,USD,GBP,0.7590
2022-10-23,USD,CAD,1.3305
2022-10-24,USD,EUR,0.8584
2022-10-24,USD,CNY,6.6253
2022-10-24,USD,JPY,109.5219
2022-10-24,USD,GBP,0.7576
2022-10-24,USD,CAD,1.3283
2022-10-25,USD,EUR,0.8604
2022-10-25,USD,CNY,6.6292
2022-10-25,USD,JPY,109.6312
2022-10-25,USD,GBP,0.7583
2022-10-25,USD,CAD,1.3266
2022-10-26,USD,EUR,0.8603
2022-10-26,USD,CNY,6.6328
2022-10-26,USD,JPY,109.6986
2022-10-26,USD,GBP,0.7567
2022-10-26,USD,CAD,1.3249
2022-10-27,USD,EUR,0.8617
2022-10-27,USD,CNY,6.6263
2022-10-27,USD,JPY,109.6048
2022-10-27,USD,GBP,0.7583
2022-10-27,USD,CAD,1.3249
2022-10-28,USD,EUR,0.8635
2022-10-28,USD,CNY,6.6243
2022-10-28,USD,JPY,109.5370
2022-10-28,USD,GBP,0.7587
2022-10-28,USD,CAD,1.3234
2022-10-29,USD,EUR,0.8646
2022-10-29,USD,CNY,6.6242
2022-10-29,USD,JPY,109.6131
2022-10-29,USD,GBP,0.7570
2022-10-29,USD,CAD,1.3231
2022-10-30,USD,EUR,0.8631
2022-10-30,USD,CNY,6.6262
2022-10-30,USD,JPY,109.7566
2022-10-30,USD,GBP,0.7579
2022-10-30,USD,CAD,1.3209
2022-10-31,USD,EUR,0.8654
2022-10-31,USD,CNY,6.6216
2022-10-31,USD,JPY,109.9064
2022-10-31,USD,GBP,0.7591
2022-10-31,USD,CAD,1.3211
2022-11-01,USD,EUR,0.8649
2022-11-01,USD,CNY,6.6149
2022-11-01,USD,JPY,109.9878
2022-11-01,USD,GBP,0.7588
2022-11-01,USD,CAD,1.3199
2022-11-02,USD,EUR,0.8632
2022-11-02,USD,CNY,6.6200
2022-11-02,USD,JPY,110.1460
2022-11-02,USD,GBP,0.7598
2022-11-02,USD,CAD,1.3214
2022-11-03,USD,EUR,0.8643
2022-11-03,USD,CNY,6.6150
2022-11-03,USD,JPY,109.9458
2022-11-03,USD,GBP,0.7612
2022-11-03,USD,CAD,1.3186
2022-11-04,USD,EUR,0.8642
2022-11-04,USD,CNY,6.6218
2022-11-04,USD,JPY,109.8326
2022-11-04,USD,GBP,0.7622
2022-11-04,USD,CAD,1.3184
2022-11-05,USD,EUR,0.8622
2022-11-05,USD,CNY,6.6208
2022-11-05,USD,JPY,109.7376
2022-11-05,USD,GBP,0.7633
2022-11-05,USD,CAD,1.3155
2022-11-06,USD,EUR,0.8615
2022-11-06,USD,CNY,6.6210
2022-11-06,USD,JPY,109.8192
2022-11-06,USD,GBP,0.7637
2022-11-06,USD,CAD,1.3131
2022-11-07,USD,EUR,0.8639
2022-11-07,USD,CNY,6.6265
2022-11-07,USD,JPY,110.0246
2022-11-07,USD,GBP,0.7632
2022-11-07,USD,CAD,1.3141
2022-11-08,USD,EUR,0.8627
2022-11-08,USD,CNY,6.6295
2022-11-08,USD,JPY,110.0605
2022-11-08,USD,GBP,0.7628
2022-11-08,USD,CAD,1.3161
2022-11-09,USD,EUR,0.8637
2022-11-09,USD,CNY,6.6252
2022-11-09,USD,JPY,110.2383
2022-11-09,USD,GBP,0.7610
2022-11-09,USD,CAD,1.3173
2022-11-10,USD,EUR,0.8639
2022-11-10,USD,CNY,6.6309
2022-11-10,USD,JPY,110.2182
2022-11-10,USD,GBP,0.7601
2022-11-10,USD,CAD,1.3192
2022-11-11,USD,EUR,0.8660
2022-11-11,USD,CNY,6.6277
2022-11-11,USD,JPY,110.3340
2022-11-11,USD,GBP,0.7607
2022-11-11,USD,CAD,1.3214
2022-11-12,USD,EUR,0.8649
2022-11-12,USD,CNY,6.6340
2022-11-12,USD,JPY,110.1822
2022-11-12,USD,GBP,0.7614
2022-11-12,USD,CAD,1.3244
2022-11-13,USD,EUR,0.8625
2022-11-13,USD,CNY,6.6289
2022-11-13,USD,JPY,110.2212
2022-11-13,USD,GBP,0.7616
2022-11-13,USD,CAD,1.3265
2022-11-14,USD,EUR,0.8603
2022-11-14,USD,CNY,6.6328
2022-11-14,USD,JPY,110.0644
2022-11-14,USD,GBP,0.7633
2022-11-14,USD,CAD,1.3236
2022-11-15,USD,EUR,0.8615
2022-11-15,USD,CNY,6.6312
2022-11-15,USD,JPY,110.0187
2022-11-15,USD,GBP,0.7613
2022-11-15,USD,CAD,1.3260
2022-11-16,USD,EUR,0.8608
2022-11-16,USD,CNY,6.6362
2022-11-16,USD,JPY,110.0515
2022-11-16,USD,GBP,0.7627
2022-11-16,USD,CAD,1.3287
2022-11-17,USD,EUR,0.8587
2022-11-17,USD,CNY,6.6316
2022-11-17,USD,JPY,110.0863
2022-11-17,USD,GBP,0.7638
2022-11-17,USD,CAD,1.3314
2022-11-18,USD,EUR,0.8605
2022-11-18,USD,CNY,6.6334
2022-11-18,USD,JPY,110.1208
2022-11-18,USD,GBP,0.7637
2022-11-18,USD,CAD,1.3327
2022-11-19,USD,EUR,0.8618
2022-11-19,USD,CNY,6.6285
2022-11-19,USD,JPY,110.2347
2022-11-19,USD,GBP,0.7636
2022-11-19,USD,CAD,1.3340
2022-11-20,USD,EUR,0.8599
2022-11-20,USD,CNY,6.6336
2022-11-20,USD,JPY,110.1892
2022-11-20,USD,GBP,0.7624
2022-11-20,USD,CAD,1.3318
2022-11-21,USD,EUR,0.8587
2022-11-21,USD,CNY,6.6386
2022-11-21,USD,JPY,110.4347
2022-11-21,USD,GBP,0.7617
2022-11-21,USD,CAD,1.3333
2022-11-22,USD,EUR,0.8578
2022-11-22,USD,CNY,6.6461
2022-11-22,USD,JPY,110.5958
2022-11-22,USD,GBP,0.7615
2022-11-22,USD,CAD,1.3320
2022-11-23,USD,EUR,0.8590
2022-11-23,USD,CNY,6.6410
2022-11-23,USD,JPY,110.4608
2022-11-23,USD,GBP,0.7620
2022-11-23,USD,CAD,1.3305
2022-11-24,USD,EUR,0.8597
2022-11-24,USD,CNY,6.6470
2022-11-24,USD,JPY,110.4629
2022-11-24,USD,GBP,0.7624
2022-11-24,USD,CAD,1.3298
2022-11-25,USD,EUR,0.8573
2022-11-25,USD,CNY,6.6440
2022-11-25,USD,JPY,110.4051
2022-11-25,USD,GBP,0.7643
2022-11-25,USD,CAD,1.3313
2022-11-26,USD,EUR,0.8582
2022-11-26,USD,CNY,6.6420
2022-11-26,USD,JPY,110.6221
2022-11-26,USD,GBP,0.7640
2022-11-26,USD,CAD,1.3287
2022-11-27,USD,EUR,0.8577
2022-11-27,USD,CNY,6.6352
2022-11-27,USD,JPY,110.4947
2022-11-27,USD,GBP,0.7621
2022-11-27,USD,CAD,1.3294
2022-11-28,USD,EUR,0.8588
2022-11-28,USD,CNY,6.6288
2022-11-28,USD,JPY,110.3524
2022-11-28,USD,GBP,0.7634
2022-11-28,USD,CAD,1.3309
2022-11-29,USD,EUR,0.8570
2022-11-29,USD,CNY,6.6232
2022-11-29,USD,JPY,110.1959
2022-11-29,USD,GBP,0.7617
2022-11-29,USD,CAD,1.3307
2022-11-30,USD,EUR,0.8582
2022-11-30,USD,CNY,6.6260
2022-11-30,USD,JPY,110.2295
2022-11-30,USD,GBP,0.7634
2022-11-30,USD,CAD,1.3314
2022-12-01,USD,EUR,0.8566
2022-12-01,USD,CNY,6.6283
2022-12-01,USD,JPY,110.1896
2022-12-01,USD,GBP,0.7623
2022-12-01,USD,CAD,1.3335
2022-12-02,USD,EUR,0.8575
2022-12-02,USD,CNY,6.6327
2022-12-02,USD,JPY,110.2039
2022-12-02,USD,GBP,0.7615
2022-12-02,USD,CAD,1.3311
2022-12-03,USD,EUR,0.8556
2022-12-03,USD,CNY,6.6268
2022-12-03,USD,JPY,110.3719
2022-12-03,USD,GBP,0.7631
2022-12-03,USD,CAD,1.3314
2022-12-04,USD,EUR,0.8540
2022-12-04,USD,CNY,6.6260
2022-12-04,USD,JPY,110.5768
2022-12-04,USD,GBP,0.7619
2022-12-04,USD,CAD,1.3325
2022-12-05,USD,EUR,0.8552
2022-12-05,USD,CNY,6.6317
2022-12-05,USD,JPY,110.4509
2022-12-05,USD,GBP,0.7627
2022-12-05,USD,CAD,1.3332
2022-12-06,USD,EUR,0.8548
2022-12-06,USD,CNY,6.6327
2022-12-06,USD,JPY,110.4732
2022-12-06,USD,GBP,0.7631
2022-12-06,USD,CAD,1.3319
2022-12-07,USD,EUR,0.8553
2022-12-07,USD,CNY,6.6386
2022-12-07,USD,JPY,110.2755
2022-12-07,USD,GBP,0.7637
2022-12-07,USD,CAD,1.3346
2022-12-08,USD,EUR,0.8561
2022-12-08,USD,CNY,6.6459
2022-12-08,USD,JPY,110.0481
2022-12-08,USD,GBP,0.7629
2022-12-08,USD,CAD,1.3374
2022-12-09,USD,EUR,0.8542
2022-12-09,USD,CNY,6.6452
2022-12-09,USD,JPY,109.9834
2022-12-09,USD,GBP,0.7648
2022-12-09,USD,CAD,1.3345
2022-12-10,USD,EUR,0.8549
2022-12-10,USD,CNY,6.6395
2022-12-10,USD,JPY,110.0473
2022-12-10,USD,GBP,0.7651
2022-12-10,USD,CAD,1.3348
2022-12-11,USD,EUR,0.8544
2022-12-11,USD,CNY,6.6406
2022-12-11,USD,JPY,110.0772
2022-12-11,USD,GBP,0.7652
2022-12-11,USD,CAD,1.3365
2022-12-12,USD,EUR,0.8557
2022-12-12,USD,CNY,6.6374
2022-12-12,USD,JPY,110.1668
2022-12-12,USD,GBP,0.7640
2022-12-12,USD,CAD,1.3360
2022-12-13,USD,EUR,0.8572
2022-12-13,USD,CNY,6.6380
2022-12-13,USD,JPY,110.2492
2022-12-13,USD,GBP,0.7647
2022-12-13,USD,CAD,1.3354
2022-12-14,USD,EUR,0.8590
2022-12-14,USD,CNY,6.6356
2022-12-14,USD,JPY,110.3315
2022-12-14,USD,GBP,0.7635
2022-12-14,USD,CAD,1.3348
2022-12-15,USD,EUR,0.8584
2022-12-15,USD,CNY,6.6289
2022-12-15,USD,JPY,110.2228
2022-12-15,USD,GBP,0.7641
2022-12-15,USD,CAD,1.3355
2022-12-16,USD,EUR,0.8585
2022-12-16,USD,CNY,6.6302
2022-12-16,USD,JPY,110.1209
2022-12-16,USD,GBP,0.7623
2022-12-16,USD,CAD,1.3338
2022-12-17,USD,EUR,0.8585
2022-12-17,USD,CNY,6.6303
2022-12-17,USD,JPY,110.0625
2022-12-17,USD,GBP,0.7628
2022-12-17,USD,CAD,1.3353
2022-12-18,USD,EUR,0.8585
2022-12-18,USD,CNY,6.6296
2022-12-18,USD,JPY,109.8804
2022-12-18,USD,GBP,0.7621
2022-12-18,USD,CAD,1.3332
2022-12-19,USD,EUR,0.8609
2022-12-19,USD,CNY,6.6244
2022-12-19,USD,JPY,109.7524
2022-12-19,USD,GBP,0.7604
2022-12-19,USD,CAD,1.3308
2022-12-20,USD,EUR,0.8631
2022-12-20,USD,CNY,6.6239
2022-12-20,USD,JPY,109.5388
2022-12-20,USD,GBP,0.7616
2022-12-20,USD,CAD,1.3288
2022-12-21,USD,EUR,0.8630
2022-12-21,USD,CNY,6.6246
2022-12-21,USD,JPY,109.7186
2022-12-21,USD,GBP,0.7635
2022-12-21,USD,CAD,1.3261
2022-12-22,USD,EUR,0.8610
2022-12-22,USD,CNY,6.6202
2022-12-22,USD,JPY,109.9469
2022-12-22,USD,GBP,0.7624
2022-12-22,USD,CAD,1.3282
2022-12-23,USD,EUR,0.8617
2022-12-23,USD,CNY,6.6205
2022-12-23,USD,JPY,110.1824
2022-12-23,USD,GBP,0.7642
2022-12-23,USD,CAD,1.3272
2022-12-24,USD,EUR,0.8618
2022-12-24,USD,CNY,6.6183
2022-12-24,USD,JPY,109.9979
2022-12-24,USD,GBP,0.7651
2022-12-24,USD,CAD,1.3295
2022-12-25,USD,EUR,0.8626
2022-12-25,USD,CNY,6.6233
2022-12-25,USD,JPY,110.0222
2022-12-25,USD,GBP,0.7668
2022-12-25,USD,CAD,1.3318
2022-12-26,USD,EUR,0.8633
